,url,brands,iphih1,sizedetails,sizedetail,ipiBoxi
561,https://diza.gallery/product-2476/flower_vest_NeginMohtasham_Diza#5665790337,['negin mohtashami'],"['سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nقد : ۶۳cm\nسرشانه : ۲۳cm\nعرض سینه : ۷۷cm'],"['سایز : FREE', 'قد : ۶۳cm', 'سرشانه : ۲۳cm', 'عرض سینه : ۷۷cm']","['جزئیات محصول\nهیچ میدانی اِی نازنین !\nهمیشه یک هپروتی هست، که آدمی آنجا را پناهگاهِ امنِ خودش بداند.\nوَ گاهی، هرازگاهی خودش را پرت کند آنجا.\nنبیند و نفهمد که چه بر سرِ روح و روانش می آید،\nکه مگر نه اینکه ما برایِ کشفِ یک معنا و یک رمز و رموزی در این جغرافیا و این بزنگاهِ تاریخی پا در این کهکشانِ بی سر و ته گذاشتیم!\n""یزد"" میتواند یکی از هپروتی ترین نقاطِ زمین باشد،\nجائی که احساس میکنید به زمین و زمان و مکان تعلق ندارید،\nجائی که این حسِ بودن ، شدن و رفتن در آن به روشنی به چشم میخورد.\nمیتوان ناگهان از همه چیز بُرید،به چیزی وصل شد که گوئی اولین ""مرامِ"" تاریخ است،\nخودتان میدانید از چه چیز حرف میزنم!\nخودتان این روزها خیلی خوب،\nخیلی چیزها را میدانید.\nوَ همین دانستن ،\nبه من فرصتی داد تا رختی بدوزم برایتان از امید،', '']"
562,https://diza.gallery/product-2477/olive_trousars_NeginMohtashami_Diza#5465870864,['negin mohtashami'],"['سایز های محصول', 'مشخصات سایز']",['سایز : 36\nدور کمر : ۳۶cm\nقد : ۹۲cm\nفاق : ۳۶cm'],"['سایز : 36', 'دور کمر : ۳۶cm', 'قد : ۹۲cm', 'فاق : ۳۶cm']","['جزئیات محصول\nهیچ میدانی اِی نازنین !\nهمیشه یک هپروتی هست، که آدمی آنجا را پناهگاهِ امنِ خودش بداند.\nوَ گاهی، هرازگاهی خودش را پرت کند آنجا.\nنبیند و نفهمد که چه بر سرِ روح و روانش می آید،\nکه مگر نه اینکه ما برایِ کشفِ یک معنا و یک رمز و رموزی در این جغرافیا و این بزنگاهِ تاریخی پا در این کهکشانِ بی سر و ته گذاشتیم!\n""یزد"" میتواند یکی از هپروتی ترین نقاطِ زمین باشد،\nجائی که احساس میکنید به زمین و زمان و مکان تعلق ندارید،\nجائی که این حسِ بودن ، شدن و رفتن در آن به روشنی به چشم میخورد.\nمیتوان ناگهان از همه چیز بُرید،به چیزی وصل شد که گوئی اولین ""مرامِ"" تاریخ است،\nخودتان میدانید از چه چیز حرف میزنم!\nخودتان این روزها خیلی خوب،\nخیلی چیزها را میدانید.\nوَ همین دانستن ،\nبه من فرصتی داد تا رختی بدوزم برایتان از امید،', '']"
563,https://diza.gallery/product-2478/black_satin_tulle_skirt_ToktamHemmati_Diza#6546895325,"['', 'TOKTAM HEMMATI']","['سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nدورکمر : ۳۶cm\nقد جلو : ۵۳cm\nقد پشت : ۹۳cm'],"['سایز : FREE', 'دورکمر : ۳۶cm', 'قد جلو : ۵۳cm', 'قد پشت : ۹۳cm']","['اثری نفیس با دوخت با\u200c دوام. این اثر با طراحی خیره کننده خود تا سال ها شما را با کیفیت روز اول همراهی خواهد کرد، او را با دیگر عناصر پوشش خود همراه کنید و استایلی مناسب موقعیت\u200cهای رسمی و نیمه\u200c رسمی داشته باشید.', 'توضیحات محصول\nاین کالا در تهران تا ۲۴ ساعت کاری و در سایر شهرهای ایران بین ۳ تا ۵ روز کاری تحویل داده خواهد .']"
564,https://diza.gallery/product-2479/pink_jewel_silver_ring_Saint_MahzadMorsali_Diza#5657868,['SAINT'],"['سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nسایز : ۵۳'],"['سایز : FREE', 'سایز : ۵۳']","['یک اکسسوری ماندگار در زمان از جنس نقره که روایتگر جسارت و درخشش درونی قلب زنی قدرتمند است که با لطافت او همراه میشود. این اثر به سادگی خود را میان دیگر المان های استایلتان جا کرده و همسوی آن\u200cها می\u200cشود.', 'جزئیات محصول\nنقره۹۲۵\nنگین اتمی', 'توضیحات محصول\nارسال محصولات در دیزا به صورت رایگان و فوری می باشد در شهر تهران سفارشات تا 24 ساعت کاری و در سایر شهر ها بین 3 تا 5 روز کاری تحویل داده خواهد شد.']"
565,https://diza.gallery/product-2480/mirror_heart_belt_Bazmaviz_Diza#6576587594,['بزم آویز'],"['سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nطول : ۶۹cm\nعرض : ۹cm'],"['سایز : FREE', 'طول : ۶۹cm', 'عرض : ۹cm']","['یک اکسسوری منحصر به فرد و جذاب که\u200c جسورانه با شما همراه شده و خودنمایی می\u200cکند.', 'توضیحات محصول\nارسال محصولات در دیزا به صورت رایگان و فوری می باشد در شهر تهران سفارشات تا 24 ساعت کاری و در سایر شهر ها بین 3 تا 5 روز کاری تحویل داده خواهد شد.']"
566,https://diza.gallery/product-2481/black_blueandgreen_flower_trousars_Zee_Diza#5465687955,"['', 'Zee']","['سایز های محصول', 'مشخصات سایز']",['سایز : 36\nقد : ۹۴cm\nفاق جلو : ۳۸cm\nفاق پشت : ۴۱cm'],"['سایز : 36', 'قد : ۹۴cm', 'فاق جلو : ۳۸cm', 'فاق پشت : ۴۱cm']","['المان\u200cهای پوشش سنتی را با کمی شیطنت در استایل خود داشته باشند. اثری که در کنار لباس\u200cها و اکسسوری\u200cهای گوناگون، مخاطب را در موقعیت\u200cهای متفاوت همراهی خواهد کرد.', 'توضیحات محصول\nارسال محصولات در دیزا به صورت رایگان و فوری می باشد در شهر تهران سفارشات تا 24 ساعت کاری و در سایر شهر ها بین 3 تا 5 روز کاری تحویل داده خواهد شد.']"
567,https://diza.gallery/product-2482/nikoubeigom2_vest_Ou_Diza#4357879347,"['', 'او']","['سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nقد : ۴۸cm\nسرشانه : ۸cm\nعرض سینه : ۶۰cm'],"['سایز : FREE', 'قد : ۴۸cm', 'سرشانه : ۸cm', 'عرض سینه : ۶۰cm']","['اثری زیبا، کابردی و با دوام، دوخته شده از پارچه\u200cهای نفیس و با کیفیت، که همراه دیگر عناصر استایلتان شده و تا مدت\u200cها شما را همراهی میکند.', 'توضیحات محصول\nارسال محصولات در دیزا به صورت رایگان و فوری می باشد در شهر تهران سفارشات تا 24 ساعت کاری و در سایر شهر ها بین 3 تا 5 روز کاری تحویل داده خواهد شد.']"
568,https://diza.gallery/product-2483/yellow_soraya_necklace_ArghavanRouzbeh_Diza#6756793358,"['', 'Arghavan Rouzbeh']","['سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nارتفاع : ۲۰cm\nعرض : ۱۴cm'],"['سایز : FREE', 'ارتفاع : ۲۰cm', 'عرض : ۱۴cm']","['پنجره\u200cای به دنیایی رنگی\u200cتر و شاد\u200c\u200cتر. یک اکسسوری شاداب\u200c با\u200cرنگ\u200c درخشان که\u200c جسورانه با شما همراه شده و خودنمایی می\u200cکند.', 'توضیحات محصول\nاین کالا در تهران تا ۲۴ ساعت کاری و در سایر شهرهای ایران بین ۳ تا ۵ روز کاری تحویل داده خواهد .']"
569,https://diza.gallery/product-2484/colorful_garden_blazer_Zi_Diza#5464575685698,"['', 'Zee']","['سایز های محصول', 'مشخصات سایز']",['سایز : L\nقد : ۵۵cm\nسرشانه : ۱۲cm\nآستین : ۶۲cm\nعرض سینه : ۴۹cm'],"['سایز : L', 'قد : ۵۵cm', 'سرشانه : ۱۲cm', 'آستین : ۶۲cm', 'عرض سینه : ۴۹cm']","['این لباس که دوخته شده از مرغوب ترین پارچه ها است، دارای جزئیات پیچیده ای است که با دست روی آن نقش بسته اند. گل های سوزن دوزی شده, ظرافت و زنانگی را به این اثر می بخشند.', 'جزئیات محصول\nاین کت از پارچه لینن دوخته شده است.', 'توضیحات محصول\nارسال محصولات در دیزا به صورت رایگان و فوری می باشد در شهر تهران سفارشات تا 24 ساعت کاری و در سایر شهر ها بین 3 تا 5 روز کاری تحویل داده خواهد شد.']"
570,https://diza.gallery/product-2485/soozandoozi_belts_Ou_Diza#45647568769,"['', 'او']","['رنگ های دیگر:', 'سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nطول : ۳۶cm\nعرض : ۱۴cm\nطول بند از هر طرف : ۱۱۵cm'],"['سایز : FREE', 'طول : ۳۶cm', 'عرض : ۱۴cm', 'طول بند از هر طرف : ۱۱۵cm']","['', '']"
571,https://diza.gallery/product-2485/soozandoozi_belts_Ou_Diza#5468994216,"['', 'او']","['رنگ های دیگر:', 'سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nطول : ۳۶cm\nعرض : ۱۴cm\nطول بند از هر طرف : ۱۱۵cm'],"['سایز : FREE', 'طول : ۳۶cm', 'عرض : ۱۴cm', 'طول بند از هر طرف : ۱۱۵cm']","['', '']"
572,https://diza.gallery/product-2485/soozandoozi_belts_Ou_Diza#5657698780,"['', 'او']","['رنگ های دیگر:', 'سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nطول : ۳۶cm\nعرض : ۱۴cm\nطول بند از هر طرف : ۱۱۵cm'],"['سایز : FREE', 'طول : ۳۶cm', 'عرض : ۱۴cm', 'طول بند از هر طرف : ۱۱۵cm']","['', '']"
573,https://diza.gallery/product-2485/soozandoozi_belts_Ou_Diza#5799543268,"['', 'او']","['رنگ های دیگر:', 'سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nطول : ۳۶cm\nعرض : ۱۴cm\nطول بند از هر طرف : ۱۱۵cm'],"['سایز : FREE', 'طول : ۳۶cm', 'عرض : ۱۴cm', 'طول بند از هر طرف : ۱۱۵cm']","['', '']"
574,https://diza.gallery/product-2485/soozandoozi_belts_Ou_Diza#642479953,"['', 'او']","['رنگ های دیگر:', 'سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nطول : ۳۶cm\nعرض : ۱۴cm\nطول بند از هر طرف : ۱۱۵cm'],"['سایز : FREE', 'طول : ۳۶cm', 'عرض : ۱۴cm', 'طول بند از هر طرف : ۱۱۵cm']","['', '']"
575,https://diza.gallery/product-2486/silver_broken_hearts_earrings_Saint_Mahzad_Morsali_Diza#54678689356,['SAINT'],"['سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nوزن : ۷.۳g\nابعاد : ۴x۴cm'],"['سایز : FREE', 'وزن : ۷.۳g', 'ابعاد : ۴x۴cm']","['یک اکسسوری ماندگار در زمان از جنس نقره که روایتگر جسارت و درخشش درونی قلب زنی قدرتمند است. این اثر به سادگی خود را میان دیگر المان های استایلتان جا کرده و همسوی آن\u200cها می\u200cشود.', 'جزئیات محصول\nنقره۹۲۵', 'توضیحات محصول\nارسال محصولات در دیزا به صورت رایگان و فوری می باشد در شهر تهران سفارشات تا 24 ساعت کاری و در سایر شهر ها بین 3 تا 5 روز کاری تحویل داده خواهد شد.']"
576,https://diza.gallery/product-2487/niloox2_earrings_ArghavanRouzbeh_Diza#,None,None,None,None,None
577,https://diza.gallery/product-2487/niloox2_earrings_ArghavanRouzbeh_Diza#3545465765,None,None,None,None,None
578,https://diza.gallery/product-2488/beige_taftehabrisham_trousars_Ou_Diza#454367565478,"['', 'او']","['رنگ های دیگر:', 'سایز های محصول', 'مشخصات سایز']",['سایز : 1\nقد : ۸۷cm\nفاق جلو : ۳۸cm\nفاق پشت : ۴۰cm'],"['سایز : 1', 'قد : ۸۷cm', 'فاق جلو : ۳۸cm', 'فاق پشت : ۴۰cm']","['اثری زیبا، کابردی و با دوام، دوخته شده از پارچه\u200cهای نفیس و با کیفیت، که همراه دیگر عناصر استایلتان شده و تا مدت\u200cها شما را همراهی میکند.', 'جزئیات محصول\nاین شلوار از پارچه تافته ابریشم می باشد.', '']"
579,https://diza.gallery/product-2488/beige_taftehabrisham_trousars_Ou_Diza#675876789457,"['', 'او']","['رنگ های دیگر:', 'سایز های محصول', 'مشخصات سایز']",['سایز : 1\nقد : ۸۷cm\nفاق جلو : ۳۸cm\nفاق پشت : ۴۰cm'],"['سایز : 1', 'قد : ۸۷cm', 'فاق جلو : ۳۸cm', 'فاق پشت : ۴۰cm']","['اثری زیبا، کابردی و با دوام، دوخته شده از پارچه\u200cهای نفیس و با کیفیت، که همراه دیگر عناصر استایلتان شده و تا مدت\u200cها شما را همراهی میکند.', 'جزئیات محصول\nاین شلوار از پارچه تافته ابریشم می باشد.', '']"
580,https://diza.gallery/product-2489/bride_silver_ring_Saint_Diza#54680852,['SAINT'],"['سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nسایز : ۵۲\nوزن : ۳g'],"['سایز : FREE', 'سایز : ۵۲', 'وزن : ۳g']","['یک اکسسوری ماندگار در زمان از جنس نقره که روایتگر جسارت و درخشش درونی قلب زنی قدرتمند است که با لطافت او همراه میشود. این اثر به سادگی خود را میان دیگر المان های استایلتان جا کرده و همسوی آن\u200cها می\u200cشود.', 'جزئیات محصول\nنقره۹۲۵\nنگین اتمی', 'توضیحات محصول\nارسال محصولات در دیزا به صورت رایگان و فوری می باشد در شهر تهران سفارشات تا 24 ساعت کاری و در سایر شهر ها بین 3 تا 5 روز کاری تحویل داده خواهد شد.']"
581,https://diza.gallery/product-2490/striped_blackandwhite_toktamhemmati_Diza#3457976437,"['', 'TOKTAM HEMMATI']","['رنگ های دیگر:', 'سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nقد : ۸۴cm\nفاق : ۵۱cm'],"['سایز : FREE', 'قد : ۸۴cm', 'فاق : ۵۱cm']","['اثری کابردی و با دوام، دوخته شده از پارچه\u200cهای نفیس و با کیفیت، که همراه دیگر عناصر استایلتان شده و تا مدت\u200cها شما را همراهی میکند.', 'توضیحات محصول\nارسال محصولات در دیزا به صورت رایگان و فوری می باشد در شهر تهران سفارشات تا 24 ساعت کاری و در سایر شهر ها بین 3 تا 5 روز کاری تحویل داده خواهد شد.']"
582,https://diza.gallery/product-2490/striped_blackandwhite_toktamhemmati_Diza#89097543480,"['', 'TOKTAM HEMMATI']","['رنگ های دیگر:', 'سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nقد : ۸۴cm\nفاق : ۵۱cm'],"['سایز : FREE', 'قد : ۸۴cm', 'فاق : ۵۱cm']","['اثری کابردی و با دوام، دوخته شده از پارچه\u200cهای نفیس و با کیفیت، که همراه دیگر عناصر استایلتان شده و تا مدت\u200cها شما را همراهی میکند.', 'توضیحات محصول\nارسال محصولات در دیزا به صورت رایگان و فوری می باشد در شهر تهران سفارشات تا 24 ساعت کاری و در سایر شهر ها بین 3 تا 5 روز کاری تحویل داده خواهد شد.']"
583,https://diza.gallery/product-2491/carpet_lady_belt_Bazmaviz_Diza#4569963426,['بزم آویز'],"['سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nطول : ۶۹cm\nعرض : ۹cm'],"['سایز : FREE', 'طول : ۶۹cm', 'عرض : ۹cm']","['یک اکسسوری منحصر به فرد و جذاب که\u200c جسورانه با شما همراه شده و خودنمایی می\u200cکند.', 'جزئیات محصول\nاین محصول ترکیبی از چرم و پارچه می باشد.', 'توضیحات محصول\nارسال محصولات در دیزا به صورت رایگان و فوری می باشد در شهر تهران سفارشات تا 24 ساعت کاری و در سایر شهر ها بین 3 تا 5 روز کاری تحویل داده خواهد شد.']"
584,https://diza.gallery/product-2492/pink_golab_trousars_Ou_Diza#4568670974,"['', 'او']","['سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nقد : ۹۲cm\nفاق جلو : ۳۸cm\nفاق پشت : ۴۰cm'],"['سایز : FREE', 'قد : ۹۲cm', 'فاق جلو : ۳۸cm', 'فاق پشت : ۴۰cm']","['اثری زیبا، کابردی و با دوام، دوخته شده از پارچه\u200cهای نفیس و با کیفیت، که همراه دیگر عناصر استایلتان شده و تا مدت\u200cها شما را همراهی میکند.', 'جزئیات محصول\nاین محصول از پارچه تافته ابریشم می باشد.', 'توضیحات محصول\nارسال محصولات در دیزا به صورت رایگان و فوری می باشد در شهر تهران سفارشات تا 24 ساعت کاری و در سایر شهر ها بین 3 تا 5 روز کاری تحویل داده خواهد شد.']"
585,https://diza.gallery/product-2493/purple_floral_blazer_Zee_Diza#565680656,"['', 'Zee']","['سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nقد : ۵۸cm\nسرشانه : ۱۵cm\nآستین : ۶۰cm\nعرض سینه : ۵۰cm'],"['سایز : FREE', 'قد : ۵۸cm', 'سرشانه : ۱۵cm', 'آستین : ۶۰cm', 'عرض سینه : ۵۰cm']","['این لباس که دوخته شده از مرغوب ترین پارچه ها است، دارای جزئیات پیچیده ای است که با دست روی آن نقش بسته اند. گل های سوزن دوزی شده, ظرافت و زنانگی را به این اثر می بخشند.', 'توضیحات محصول\nارسال محصولات در دیزا به صورت رایگان و فوری می باشد در شهر تهران سفارشات تا 24 ساعت کاری و در سایر شهر ها بین 3 تا 5 روز کاری تحویل داده خواهد شد.']"
586,https://diza.gallery/product-2494/blueandbeige_blazer_Zee_Diza#4546578,"['', 'Zee']","['سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nقد : ۵۴cm\nسرشانه : ۱۵cm\nآستین : ۵۹cm\nعرض سینه : ۴۸cm'],"['سایز : FREE', 'قد : ۵۴cm', 'سرشانه : ۱۵cm', 'آستین : ۵۹cm', 'عرض سینه : ۴۸cm']","['این لباس که دوخته شده از مرغوب ترین پارچه ها است، دارای جزئیات پیچیده ای است که با دست روی آن نقش بسته اند. گل های سوزن دوزی شده, ظرافت و زنانگی را به این اثر می بخشند.', 'توضیحات محصول\nارسال محصولات در دیزا به صورت رایگان و فوری می باشد در شهر تهران سفارشات تا 24 ساعت کاری و در سایر شهر ها بین 3 تا 5 روز کاری تحویل داده خواهد شد.']"
587,https://diza.gallery/product-2495/yellow_and_black_shirt_A8_Diza#675536853,"['', 'A8']","['سایز های محصول', 'مشخصات سایز']",['سایز : M\nقد : ۷۴cm\nآستین : ۲۶cm\nعرض سینه : ۶۴cm'],"['سایز : M', 'قد : ۷۴cm', 'آستین : ۲۶cm', 'عرض سینه : ۶۴cm']","['اثری زیبا، کابردی و با دوام، دوخته شده از پارچه\u200cهای نفیس و با کیفیت، که همراه دیگر عناصر استایلتان شده و تا مدت\u200cها شما را همراهی میکند.', 'جزئیات محصول\nاین محصول از پارچه لینن تولید شده است.', 'توضیحات محصول\nاین کالا در تهران تا ۲۴ ساعت کاری و در سایر شهرهای ایران بین ۳ تا ۵ روز کاری تحویل داده خواهد .']"
588,https://diza.gallery/product-2496/navyblue_leopard_A8_Diza#3543667984,"['', 'A8']","['سایز های محصول', 'مشخصات سایز']",['سایز : M\nقد : ۷۵cm\nآستین : ۲۱cm\nعرض سینه : ۶۶cm'],"['سایز : M', 'قد : ۷۵cm', 'آستین : ۲۱cm', 'عرض سینه : ۶۶cm']","['اثری زیبا، کابردی و با دوام، دوخته شده از پارچه\u200cهای نفیس و با کیفیت، که همراه دیگر عناصر استایلتان شده و تا مدت\u200cها شما را همراهی میکند.', 'توضیحات محصول\nاین کالا در تهران تا ۲۴ ساعت کاری و در سایر شهرهای ایران بین ۳ تا ۵ روز کاری تحویل داده خواهد .']"
589,https://diza.gallery/product-2497/beige_leopard_shirt_A8_Diza#4565080753117,"['', 'A8']","['سایز های محصول', 'مشخصات سایز']",['سایز : M\nقد : ۷۴cm\nسرشانه : ۲۵cm\nآستین : ۲۶cm\nعرض سینه : ۶۳cm'],"['سایز : M', 'قد : ۷۴cm', 'سرشانه : ۲۵cm', 'آستین : ۲۶cm', 'عرض سینه : ۶۳cm']",['برش آزاد و تن خور شایسته از ویژگی هایی است که پیراهن های A8 را به انتخابی ایده آل برای فصول بهار و تابستان تبدیل می\u200cکند. این پیراهن در کنار دیگر عناصر پوشش مخاطب با استایل های متفاوت همراه می\u200cشوند و در طی روز و گردهمایی های عصر، ظاهری زیبا می\u200cسازند.']
590,https://diza.gallery/product-2498/white_longsleeve_shirt_A8_Diza#5676580548,"['', 'A8']","['سایز های محصول', 'مشخصات سایز']",['سایز : S\nقد : ۷۷cm\nسرشانه : ۲۰cm\nآستین : ۵۴cm\nعرض سینه : ۵۵cm'],"['سایز : S', 'قد : ۷۷cm', 'سرشانه : ۲۰cm', 'آستین : ۵۴cm', 'عرض سینه : ۵۵cm']",['بالاترین کیفیت در کمال سادگی. برش راحت ، پارچه و دوخت با کیفیت و ماندگار در زمان. یک المان راحت از باید های هر کمد است که با گذر زمان کیفیت خود را حفظ کند و بتواند شما را در موقعیت ها ، فصول و استایل های متفاوت همراهی کند.']
591,https://diza.gallery/product-2499/raana_tafteh_belt_Ou_Diza#35434668760,"['', 'او']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,"['', '', '']"
592,https://diza.gallery/product-2499/raana_tafteh_belt_Ou_Diza#44356808426,"['', 'او']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,"['', '', '']"
593,https://diza.gallery/product-2499/raana_tafteh_belt_Ou_Diza#4567453267,"['', 'او']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,"['', '', '']"
594,https://diza.gallery/product-2499/raana_tafteh_belt_Ou_Diza#469063267,"['', 'او']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,"['', '', '']"
595,https://diza.gallery/product-2499/raana_tafteh_belt_Ou_Diza#565479853,"['', 'او']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,"['', '', '']"
596,https://diza.gallery/product-2499/raana_tafteh_belt_Ou_Diza#6579085378,"['', 'او']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,"['', '', '']"
597,https://diza.gallery/product-2499/raana_tafteh_belt_Ou_Diza#65809633268,"['', 'او']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,"['', '', '']"
598,https://diza.gallery/product-2500/white_tshirt_A8_Dizas#45647685687,"['', 'A8']","['سایز های محصول', 'مشخصات سایز']",['سایز : S\nقد : ۷۰cm\nسرشانه : ۱۹cm\nآستین : ۱۷cm\nعرض سینه : ۶۸cm'],"['سایز : S', 'قد : ۷۰cm', 'سرشانه : ۱۹cm', 'آستین : ۱۷cm', 'عرض سینه : ۶۸cm']","['برش راحت ، پارچه و دوخت با کیفیت و ماندگار در زمان. یک تیشرت راحت از باید های هر کمد است که با گذر زمان کیفیت خود را حفظ کند و بتواند شما را در موقعیت ها ، فصول و استایل های متفاوت همراهی کند.', 'توضیحات محصول\nارسال محصولات در دیزا به صورت رایگان و فوری می باشد در شهر تهران سفارشات تا 24 ساعت کاری و در سایر شهر ها بین 3 تا 5 روز کاری تحویل داده خواهد شد.']"
599,https://diza.gallery/product-2501/white_simple_shirt_A8_Diza#56458787923,"['', 'A8']","['سایز های محصول', 'مشخصات سایز']",['سایز : M\nقد : ۶۷cm\nسرشانه : ۲۴cm\nآستین : ۲۴cm\nعرض سینه : ۶۵cm'],"['سایز : M', 'قد : ۶۷cm', 'سرشانه : ۲۴cm', 'آستین : ۲۴cm', 'عرض سینه : ۶۵cm']",['انتخابی راحت و فارق از زمان. این اثر با دقت از پارچه\u200cای با کیفیت دوخته شده تا سال\u200cها شما را همراهی کند.']
600,https://diza.gallery/product-2502/beige_cotton_striped_trousars_A8_Diza#57907324799,"['', 'A8']","['سایز های محصول', 'مشخصات سایز']",['سایز : M\nدور کمر از یک طرف : ۴۲cm\nقد : ۱۰۳cm\nفاق جلو : ۳۷cm\nفاق پشت : ۴۱cm'],"['سایز : M', 'دور کمر از یک طرف : ۴۲cm', 'قد : ۱۰۳cm', 'فاق جلو : ۳۷cm', 'فاق پشت : ۴۱cm']",['انتخابی راحت و فارق از زمان. این اثر با دقت از پارچه\u200cای با کیفیت دوخته شده تا سال\u200cها شما را همراهی کند.']
601,https://diza.gallery/product-2503/black_striped_top_A8_Diza#4358095327,"['', 'A8']","['سایز های محصول', 'مشخصات سایز']",['سایز : M\nقد : ۷۱cm\nسرشانه : ۱۵cm\nعرض سینه : ۶۱cm'],"['سایز : M', 'قد : ۷۱cm', 'سرشانه : ۱۵cm', 'عرض سینه : ۶۱cm']","['انتخابی راحت و فارق از زمان. این اثر با دقت از پارچه\u200cای با کیفیت دوخته شده تا سال\u200cها شما را همراهی کند.', 'توضیحات محصول\nارسال محصولات در دیزا به صورت رایگان و فوری می باشد در شهر تهران سفارشات تا 24 ساعت کاری و در سایر شهر ها بین 3 تا 5 روز کاری تحویل داده خواهد شد.']"
602,https://diza.gallery/product-2504/beige_trousars_A8_Diza#468074258063,"['', 'A8']","['سایز های محصول', 'مشخصات سایز']",['سایز : M\nقد : ۱۰۳cm\nفاق جلو : ۳۵cm\nفاق پشت : ۳۹cm'],"['سایز : M', 'قد : ۱۰۳cm', 'فاق جلو : ۳۵cm', 'فاق پشت : ۳۹cm']","['انتخابی راحت و فارغ از زمان. این اثر با دقت از پارچه\u200cای با کیفیت دوخته شده تا سال\u200cها شما را همراهی کند.', 'توضیحات محصول\nارسال محصولات در دیزا به صورت رایگان و فوری می باشد در شهر تهران سفارشات تا 24 ساعت کاری و در سایر شهر ها بین 3 تا 5 روز کاری تحویل داده خواهد شد.']"
603,https://diza.gallery/product-2509/blue_bird_goharshad_Shirt_Ou_Diza#455808634268,"['', 'او']",['سایز های محصول'],None,None,"['المانی زیبا و کاربردی دستی دوزی شده که خود را به سادگی همراه دیگر عناصر استایلتان کرده و همراه شما در موقعیت\u200cهای گوناگون می\u200cشود.', 'جزئیات محصول\nگلدوزی شده', 'توضیحات محصول\nاین کالا در تهران تا ۲۴ ساعت کاری و در سایر شهرهای ایران بین ۳ تا ۵ روز کاری تحویل داده خواهد .']"
604,https://diza.gallery/product-2510/western_blonde_belt_BazmAviz_Diza#579074226894,['بزم آویز'],"['سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nطول : ۷۰cm\nعرض : ۶.۵cm'],"['سایز : FREE', 'طول : ۷۰cm', 'عرض : ۶.۵cm']","['یک اکسسوری منحصر به فرد و جذاب که\u200c جسورانه با شما همراه شده و خودنمایی می\u200cکند.', 'توضیحات محصول\nارسال محصولات در دیزا به صورت رایگان و فوری می باشد در شهر تهران سفارشات تا 24 ساعت کاری و در سایر شهر ها بین 3 تا 5 روز کاری تحویل داده خواهد شد.']"
605,https://diza.gallery/product-2511/bolbolan_belt_Bazmaviz_Diza#67798706547,['بزم آویز'],"['سایز های محصول', 'ناموجود!']",None,None,"['یک اکسسوری منحصر به فرد و جذاب که\u200c جسورانه با شما همراه شده و خودنمایی می\u200cکند.', 'توضیحات محصول\nارسال محصولات در دیزا به صورت رایگان و فوری می باشد در شهر تهران سفارشات تا 24 ساعت کاری و در سایر شهر ها بین 3 تا 5 روز کاری تحویل داده خواهد شد.']"
606,https://diza.gallery/product-2512/raanaa_tafteh_abrisham_belt_Ou_Diza#3479074258,"['', 'او']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,"['', '', '']"
607,https://diza.gallery/product-2512/raanaa_tafteh_abrisham_belt_Ou_Diza#467996324378,"['', 'او']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,"['', '', '']"
608,https://diza.gallery/product-2512/raanaa_tafteh_abrisham_belt_Ou_Diza#468052257,"['', 'او']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,"['', '', '']"
609,https://diza.gallery/product-2512/raanaa_tafteh_abrisham_belt_Ou_Diza#5790742368,"['', 'او']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,"['', '', '']"
