,url,brands,iphih1,sizedetails,sizedetail,ipiBoxi
234,https://diza.gallery/product-2113/black_and_colorful_vest_Zi_Diza#2468907426,"['', 'zi']","['سایز های محصول', 'ناموجود!']",None,None,None
235,https://diza.gallery/product-2114/black_embroidery_Zi_Diza#2479096437,"['', 'zi']","['سایز های محصول', 'ناموجود!']",None,None,['این اثر انتخابی برای افرادی است که می\u200cخواهند المان\u200cهای پوشش سنتی را با کمی شیطنت در استایل خود داشته باشند. این لباس مناسب تمامی فصول است و در کنار لباس\u200cها و اکسسوری\u200cهای گوناگون، مخاطب را در موقعیت\u200cهای متفاوت همراهی خواهد کرد.']
236,https://diza.gallery/product-2115/hills_earrings_ArghavanRouzbeh_Diza#2460085359,"['', 'Arghavan Rouzbeh']","['رنگ های دیگر:', 'سایز های محصول']",None,None,None
237,https://diza.gallery/product-2115/hills_earrings_ArghavanRouzbeh_Diza#3579075326,"['', 'Arghavan Rouzbeh']","['رنگ های دیگر:', 'سایز های محصول']",None,None,None
238,https://diza.gallery/product-2115/hills_earrings_ArghavanRouzbeh_Diza#456809764,"['', 'Arghavan Rouzbeh']","['رنگ های دیگر:', 'سایز های محصول']",None,None,None
239,https://diza.gallery/product-2115/hills_earrings_ArghavanRouzbeh_Diza#457906536,"['', 'Arghavan Rouzbeh']","['رنگ های دیگر:', 'سایز های محصول']",None,None,None
240,https://diza.gallery/product-2115/hills_earrings_ArghavanRouzbeh_Diza#4690632117,"['', 'Arghavan Rouzbeh']","['رنگ های دیگر:', 'سایز های محصول']",None,None,None
241,https://diza.gallery/product-2115/hills_earrings_ArghavanRouzbeh_Diza#56808626,"['', 'Arghavan Rouzbeh']","['رنگ های دیگر:', 'سایز های محصول']",None,None,None
242,https://diza.gallery/product-2115/hills_earrings_ArghavanRouzbeh_Diza#56809754326,"['', 'Arghavan Rouzbeh']","['رنگ های دیگر:', 'سایز های محصول']",None,None,None
243,https://diza.gallery/product-2116/sheikh_strapes_Lafemmeroje_Diza#3479315790,"['', 'La Femme ROJE']","['رنگ های دیگر:', 'سایز های محصول']",None,None,None
244,https://diza.gallery/product-2116/sheikh_strapes_Lafemmeroje_Diza#3679097421,"['', 'La Femme ROJE']","['رنگ های دیگر:', 'سایز های محصول']",None,None,None
245,https://diza.gallery/product-2116/sheikh_strapes_Lafemmeroje_Diza#45786531,"['', 'La Femme ROJE']","['رنگ های دیگر:', 'سایز های محصول']",None,None,None
246,https://diza.gallery/product-2116/sheikh_strapes_Lafemmeroje_Diza#568842151,"['', 'La Femme ROJE']","['رنگ های دیگر:', 'سایز های محصول']",None,None,None
247,https://diza.gallery/product-2120/purple_silk_with_applique_belt_NaghmehKiyomarsi_Diza#5780213467,"['', 'نغمه کیومرثی']","['سایز های محصول', 'ناموجود!']",None,None,"['این پیراهن با کیفیت که با کمربند هندسی تکمیل شده است، به استایل شما وقار و اصالت می بخشد.', 'جزئیات محصول\nدوخته شده از پارچه\u200cی دست\u200cبافت از الیاف طبیعی.\nرنگ\u200cرزی دستی با رنگ\u200cهای طبیعی.', 'نحوه مراقبت\nبه سبب رنگ\u200cرزی دستی، ترجیحاً با آب سرد و به صورت دستی شسته شود.']"
248,https://diza.gallery/product-2122/golab_black_blouse_Gownbad_Diza#568962157,"['', 'GONBAD']","['سایز های محصول', 'ناموجود!']",None,None,"['المانی اصیل و با هویت که از پارچه\u200cی قلمکار با\u200c چاپ دستی و ترکیب رنگی شگفت\u200cانگیز دوخته شده تا به سادگی در کنار دیگر عناصر استایلتان \u200cقرار بگیرد. پارچه\u200cهای نفیس و زیبایی\u200cشناسی سنتی ایران همراه هم شده و این اثر زیبا را پدید آورده\u200cاند.', 'جزئیات محصول\nمناسب سایز 36 تا 42', 'توضیحات محصول\nگنبد سعی دارد با استفاده از دو المان سنتی -پارچه قلمکار و کلاه نمدی- هنر دستی قدیمی ایران را در قالبی مدرن ارائه کند.']"
249,https://diza.gallery/product-2123/white_crop_tshirt_Ze_Diza#654246800,"['', 'ز']","['سایز های محصول', 'ناموجود!']",None,None,['یک تیشرت راحت از باید های هر کمد است که با گذر زمان کیفیت خود را حفظ کند و بتواند شما را در موقعیت ها ، فصول و استایل های متفاوت همراهی کند.']
250,https://diza.gallery/product-2125/purple_silk_with_purple_belt_NaghmehKiyomarsi_Diza#623579652,"['', 'نغمه کیومرثی']","['سایز های محصول', 'مشخصات سایز']",['سایز : 1\nقد : 134cm\nعرض سینه : 47cm\nطول کمربند : 72cm\nعرض کمربند : 13cm'],"['سایز : 1', 'قد : 134cm', 'عرض سینه : 47cm', 'طول کمربند : 72cm', 'عرض کمربند : 13cm']","['این پیراهن با کیفیت که با کمربند هندسی تکمیل شده است، به استایل شما وقار و اصالت می بخشد.', 'جزئیات محصول\nمناسب سایز 34 تا 38']"
251,https://diza.gallery/product-2126/red_petteh_dekolte_top_Eliot_Diza#346805427,"['', 'ELIUOT']","['سایز های محصول', 'مشخصات سایز']",['سایز : 2\nقد : 28cm'],"['سایز : 2', 'قد : 28cm']","['این مجموعه دارای چند نوع پارچه است که پارچه ی اصلی این مجموعه را ""پته"" تشکیل می دهد. و از پارچه ی تافته،ساتن و تور هم در این مجموعه در راستای هدف طراحی،استفاده شده است.', 'جزئیات محصول\nسایز 1 مناسب سایز 34 و 36\nسایز 2 مناسب سایز 38 و 40', 'توضیحات محصول\nبرای من همیشه خاطره و تصویر رنگاورنگ  و پر از نقوشِ متکّاهای بزرگ لوله ایی پته (که برای جثه ی کوچک من همیشه زیادی بزرگ بود)، رومیزی های دایره ایی شکلِ لاکی (که یه سرخس بزرگ همیشه وسطش بود) و پُشتی های پشت سر هم چیده شده (که ما از آنها برای خانه ساختن استفاده می کردیم) در پذیراییِ خونه ی پدربزرگ که یاد آور شور و شوق مهمانی های بزرگ فامیل،گرمای دلنشین دورهمی هایی که پر از صدای خنده و بوی دلپذیر غذاهای مادربزرگ بود، زنده ودرخشان مانده است. تصویرمحفلِ گرمِ همسایه های مادربزرگ در حال سوزن دوزی پارچه های رنگی پته هنوز که هنوز به من حس سرزندگی و زیبایی محض را القا میکند.در واقع طراحی این مجموعه با پارچه های گرانبهایِ دستی "" پته""  برای من ادای دینی به این هنرِ با اصالت،زیبا و با ظرافت ایرانیست. ', 'نحوه مراقبت\nشستشو با دست و آب سرد انجام شود. اتو کشی با حرارت پایین، بخار وغیر مستقیم باشد. از مواد شوینده\u200cی بدون آنزیم استفاده شود.']"
252,https://diza.gallery/product-2127/immortal_flowers_burgundy_blazer_Saaku_Diza#2125791183,"['', 'SAAKU']","['سایز های محصول', 'مشخصات سایز']",['سایز : M\nقد : ۹۵cm\nعرض سینه : ۶۰cm'],"['سایز : M', 'قد : ۹۵cm', 'عرض سینه : ۶۰cm']",['المانی زیبا و دوخته شده از پارچه های نفیس که به سادگی خود را با دیگر عناصر استایلتان همراه و همسو می کند.']
253,https://diza.gallery/product-2129/black_hafez_tulle_blouse_Hushi_Diza#578086426,['hushi'],"['سایز های محصول', 'ناموجود!']",None,None,"['شومیز توری مشکی با چاپ دستی هوشیدر که از مینیاتور ایرانی الهام گرفته و تجویدی از شعری از دیوان حافظ بر آن چاپ شده است.', 'جزئیات محصول\nمناسب سایز 34 و 36', 'توضیحات محصول\nاین لباس از پلی استر می باشد.', 'نحوه مراقبت\nآرام و با دست شسته و خشک شود']"
254,https://diza.gallery/product-2131/grayblue_tshirt_Ze_Diza#96974268,"['', 'ز']","['سایز های محصول', 'ناموجود!']",None,None,"['یک تیشرت راحت از باید های هر کمد است که با گذر زمان کیفیت خود را حفظ کند و بتواند شما را در موقعیت ها ، فصول و استایل های متفاوت همراهی کند.', 'جزئیات محصول\nمناسب سایز 34 تا 42']"
255,https://diza.gallery/product-2151/Leafs_cropTop_NtoZ_Diza#576895316,"['', 'N to Z']",['سایز های محصول'],None,None,"['اثری که با\u200c تلفیق فرهنگ شرق و غرب طراحی و دوخته شده و سعی بر بازنمایی یک زن قدرتمند را دارد.', 'جزئیات محصول\nتمامی آثار فنر کشی شده و توسط بندهای پشت و سرشانه از سایز xs تا m متغییرند.\nکالا ها در غالب کاکشن ارائه نشده و carry over هستند.']"
256,https://diza.gallery/product-2156/booye_bahar_top_Hushi_Diza#421356893,['hushi'],"['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,"['هوشیدر ابیات شاعران ایرانی را به کار گرفته تا با یاد فصل نو همراه با شکوفه\u200cها این اثر را بیاراید.', 'جزئیات محصول\nمناسب سایز 34 تا 44\nبرش مستطیلی شکل ساده از تور فلزی که با زنجیر\u200cهایی در پشت گردن و کمر روی بدن سوار می\u200cشوند.', '']"
257,https://diza.gallery/product-2156/booye_bahar_top_Hushi_Diza#469732157,['hushi'],"['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,"['هوشیدر ابیات شاعران ایرانی را به کار گرفته تا با یاد فصل نو همراه با شکوفه\u200cها این اثر را بیاراید.', 'جزئیات محصول\nمناسب سایز 34 تا 44\nبرش مستطیلی شکل ساده از تور فلزی که با زنجیر\u200cهایی در پشت گردن و کمر روی بدن سوار می\u200cشوند.', '']"
258,https://diza.gallery/product-2157/sun_tshirt_Z_Diza#4579631,"['', 'ز']","['سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nقد : ۶۷cp\nسرشانه : ۱۲cm\nآستین : ۲۲cm\nعرض سینه : ۵۲cm'],"['سایز : FREE', 'قد : ۶۷cp', 'سرشانه : ۱۲cm', 'آستین : ۲۲cm', 'عرض سینه : ۵۲cm']","['یک تیشرت راحت از باید های هر کمد است که با گذر زمان کیفیت خود را حفظ کند و بتواند شما را در موقعیت ها ، فصول و استایل های متفاوت همراهی کند.', 'جزئیات محصول\nمناسب سایز 34 تا 42']"
259,https://diza.gallery/product-2158/white_blazer_A8_Diza#468963110,"['', 'A8']","['سایز های محصول', 'مشخصات سایز']",['سایز : M\nقد : ۶۹cm\nسرشانه : ۲۱cm\nآستین : ۵۹cm\nعرض سینه : ۵۸cm'],"['سایز : M', 'قد : ۶۹cm', 'سرشانه : ۲۱cm', 'آستین : ۵۹cm', 'عرض سینه : ۵۸cm']",['انتخابی راحت و فارق از زمان. این اثر با دقت از پارچه\u200cای با کیفیت دوخته شده تا سال\u200cها شما را همراهی کند.']
260,https://diza.gallery/product-2159/black_croptop_Zi_Diza#531468904,"['', 'zi']","['سایز های محصول', 'مشخصات سایز']",['سایز : 1\nقد : 42cm\nعرض سینه : 43cm'],"['سایز : 1', 'قد : 42cm', 'عرض سینه : 43cm']","['این اثر انتخابی برای افرادی است که می\u200cخواهند المان\u200cهای پوشش سنتی را با کمی شیطنت در استایل خود داشته باشند. این لباس مناسب تمامی فصول است و در کنار لباس\u200cها و اکسسوری\u200cهای گوناگون، مخاطب را در موقعیت\u200cهای متفاوت همراهی خواهد کرد.', 'جزئیات محصول\nمناسب سایز 34 تا 40']"
261,https://diza.gallery/product-2160/white_trousars_Zi_Diza#7421145692,"['', 'zi']","['سایز های محصول', 'ناموجود!']",None,None,['این اثر انتخابی برای افرادی است که می\u200cخواهند المان\u200cهای پوشش سنتی را با کمی شیطنت در استایل خود داشته باشند. این لباس مناسب تمامی فصول است و در کنار لباس\u200cها و اکسسوری\u200cهای گوناگون، مخاطب را در موقعیت\u200cهای متفاوت همراهی خواهد کرد.']
262,https://diza.gallery/product-2161/black_velvet_croptop_NikiZand_Diza#680632168,"['', 'N to Z']",['سایز های محصول'],None,None,"['اثری که با\u200c تلفیق فرهنگ شرق و غرب طراحی و دوخته شده و سعی بر بازنمایی یک زن قدرتمند را دارد.', 'جزئیات محصول\nتمامی آثار فنر کشی شده و توسط بندهای پشت و سرشانه از سایز xs تا m متغییرند.\nکالا ها در قالب کاکشن ارائه نشده و carry over هستند.']"
263,https://diza.gallery/product-2168/flying_deer_Ze_Diza#3480245003,"['', 'ز']","['سایز های محصول', 'ناموجود!']",None,None,['یک تیشرت راحت از باید های هر کمد است که با گذر زمان کیفیت خود را حفظ کند و بتواند شما را در موقعیت ها ، فصول و استایل های متفاوت همراهی کند.']
264,https://diza.gallery/product-2169/hafez_black_blouse_hushi_Diza#531590532,['hushi'],"['سایز های محصول', 'مشخصات سایز']",['سایز : 1\nقد : 61cm\nسرشانه : 12cm\nقد آستین : 57cm\nعرض سینه : 40cm'],"['سایز : 1', 'قد : 61cm', 'سرشانه : 12cm', 'قد آستین : 57cm', 'عرض سینه : 40cm']","['شومیز توری مشکی با چاپ دستی هوشیدر که از مینیاتور ایرانی الهام گرفته و تجویدی از شعری از دیوان حافظ بر آن چاپ شده است.', 'جزئیات محصول\nمناسب سایز 34 تا 38', 'توضیحات محصول\nمش پلی استر مشکی', 'نحوه مراقبت\nبه آرامی و با دست بشویید و خشک کنید.']"
265,https://diza.gallery/product-2170/metal_necklace_hushi_Diza#345793157,['hushi'],"['رنگ های دیگر:', 'سایز های محصول']",None,None,"['گردنبند زنجیردار فلزی. چاپ سیمرغ به صورت دستی توسط هوشیدر مرتضایی انجام شده. با زنجیر هایی در پشت و برش\u200cهایی بلند در طرفین.', 'جزئیات محصول\nبیت\u200cهای استادان بزرگ شعر ایران، حافظ و خیام، که فصل نو و تولد دوباره را جشن گرفته و به تصویر می\u200cکشند روی این گردنبند فلزی نقش بسته است.']"
266,https://diza.gallery/product-2170/metal_necklace_hushi_Diza#45893247911,['hushi'],"['رنگ های دیگر:', 'سایز های محصول']",None,None,"['گردنبند زنجیردار فلزی. چاپ سیمرغ به صورت دستی توسط هوشیدر مرتضایی انجام شده. با زنجیر هایی در پشت و برش\u200cهایی بلند در طرفین.', 'جزئیات محصول\nبیت\u200cهای استادان بزرگ شعر ایران، حافظ و خیام، که فصل نو و تولد دوباره را جشن گرفته و به تصویر می\u200cکشند روی این گردنبند فلزی نقش بسته است.']"
267,https://diza.gallery/product-2171/colorful_belt_Jutti9_Diza#34796416,"['', 'Jutti 9']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,"['یک کمربند با دوام و ماندگار در زمان از باید های هر کمد است. انتخاب کمربند مناسب می\u200cتواند هویت استایلتان را تغییر دهد. اثری زیبا و کاربردی که از پارچه\u200cهای نفیس ساخته شده و دیگر عناص استایلتان را همراهی می\u200cکند.', 'جزئیات محصول']"
268,https://diza.gallery/product-2171/colorful_belt_Jutti9_Diza#5790515,"['', 'Jutti 9']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,"['یک کمربند با دوام و ماندگار در زمان از باید های هر کمد است. انتخاب کمربند مناسب می\u200cتواند هویت استایلتان را تغییر دهد. اثری زیبا و کاربردی که از پارچه\u200cهای نفیس ساخته شده و دیگر عناص استایلتان را همراهی می\u200cکند.', 'جزئیات محصول']"
269,https://diza.gallery/product-2172/redandgreen_earrings_Hushi_Diza#356799521,['hushi'],['سایز های محصول'],None,None,['جزئیات محصول\nاثری زیبا و منحصر به فرد که هوشیدر خود به روش دستی آن را نقاشی کرده و آراسته است.']
270,https://diza.gallery/product-2173/green_red_top_Eliot_Diza#468076431,"['', 'ELIUOT']","['سایز های محصول', 'مشخصات سایز']",['سایز : 1\nقد بدون چین : ۴۲cm\nقد با چین : ۴۷cm\nعرض سینه : ۴۵cm'],"['سایز : 1', 'قد بدون چین : ۴۲cm', 'قد با چین : ۴۷cm', 'عرض سینه : ۴۵cm']","['این مجموعه دارای چند نوع پارچه است که پارچه ی اصلی این مجموعه را ""پته"" تشکیل می دهد. و از پارچه ی تافته،ساتن و تور هم در این مجموعه در راستای هدف طراحی،استفاده شده است.', 'جزئیات محصول\nمناسب سایز 34 تا 38', 'توضیحات محصول\nبرای من همیشه خاطره و تصویر رنگاورنگ  و پر از نقوشِ متکّاهای بزرگ لوله ایی پته (که برای جثه ی کوچک من همیشه زیادی بزرگ بود)، رومیزی های دایره ایی شکلِ لاکی (که یه سرخس بزرگ همیشه وسطش بود) و پُشتی های پشت سر هم چیده شده (که ما از آنها برای خانه ساختن استفاده می کردیم) در پذیراییِ خونه ی پدربزرگ که یاد آور شور و شوق مهمانی های بزرگ فامیل،گرمای دلنشین دورهمی هایی که پر از صدای خنده و بوی دلپذیر غذاهای مادربزرگ بود، زنده ودرخشان مانده است. تصویرمحفلِ گرمِ همسایه های مادربزرگ در حال سوزن دوزی پارچه های رنگی پته هنوز که هنوز به من حس سرزندگی و زیبایی محض را القا میکند.در واقع طراحی این مجموعه با پارچه های گرانبهایِ دستی "" پته""  برای من ادای دینی به این هنرِ با اصالت،زیبا و با ظرافت ایرانیست.', '']"
271,https://diza.gallery/product-2174/chic_silver_top_Hushi_Diza#245908516,['hushi'],"['سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nقد : 35cm'],"['سایز : FREE', 'قد : 35cm']","['مناسب سایز 36 تا 44', 'جزئیات محصول\nاثری زیبا و منحصر به فرد که هوشیار خود به روش دستی آن را نقاشی کرده و آراسته است.', 'توضیحات محصول\nبرش مستطیلی شکل ساده از تور فلزی که با زنجیر\u200cهایی در پشت گردن و کمر روی بدن سوار می\u200cشود.']"
272,https://diza.gallery/product-2175/red_peteh_top_Eliot_Diza#65790514,"['', 'ELIUOT']","['سایز های محصول', 'مشخصات سایز']",['سایز : 1\nعرض سینه : 48cm\nقد : ۴۵cm\nسر شانه : ۱۴cm'],"['سایز : 1', 'عرض سینه : 48cm', 'قد : ۴۵cm', 'سر شانه : ۱۴cm']","['این مجموعه دارای چند نوع پارچه است که پارچه ی اصلی این مجموعه را ""پته"" تشکیل می دهد. و از پارچه ی تافته،ساتن و تور هم در این مجموعه در راستای هدف طراحی،استفاده شده است.', 'جزئیات محصول\nمناسب سایز 34 تا 40', 'توضیحات محصول\nبرای من همیشه خاطره و تصویر رنگاورنگ  و پر از نقوشِ متکّاهای بزرگ لوله ایی پته (که برای جسه ی کوچک من همیشه زیادی بزرگ بود)، رومیزی های دایره ایی شکلِ لاکی (که یه سرخس بزرگ همیشه وسطش بود) و پُشتی های پشت سر هم چیده شده (که ما از آنها برای خانه ساختن استفاده می کردیم) در پذیراییِ خونه ی پدربزرگ که یاد آور شور و شوق مهمانی های بزرگ فامیل،گرمای دلنشین دورهمی هایی که پر از صدای خنده و بوی دلپذیر غذاهای مادربزرگ بود، زنده ودرخشان مانده است. تصویرمحفلِ گرمِ همسایه های مادربزرگ در حال سوزن دوزی پارچه های رنگی پته هنوز که هنوز به من حس سرزندگی و زیبایی محض را القا میکند.در واقع طراحی این مجموعه با پارچه های گرانبهایِ دستی "" پته""  برای من ادای دینی به این هنرِ با اصالت،زیبا و با ظرافت ایرانیست. ', '']"
273,https://diza.gallery/product-2176/blue_bikini_Hushi_Diza#2468974216,['hushi'],['سایز های محصول'],None,None,"['جزئیات محصول\nمناسب سایز 34 تا 40', 'توضیحات محصول\nدوخته شده در جنوب کالیفرنیا. در دوخت این اثر از هدر رفت پرهیز شده است. بالا تنه بندی است.']"
274,https://diza.gallery/product-2177/green_roster_Tshirt_Z_Diza#35790964278,"['', 'ز']","['سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nقد : ۷۴cm\nسرشانه : ۱۱cm\nآستین : ۲۲cm\nعرض سینه : ۵۳cm'],"['سایز : FREE', 'قد : ۷۴cm', 'سرشانه : ۱۱cm', 'آستین : ۲۲cm', 'عرض سینه : ۵۳cm']","['یک تیشرت راحت از باید های هر کمد است که با گذر زمان کیفیت خود را حفظ کند و بتواند شما را در موقعیت ها ، فصول و استایل های متفاوت همراهی کند.', 'جزئیات محصول\nمناسب سایز 34 تا 42']"
275,https://diza.gallery/product-2178/simorgh_dress_Hushi_Diza#753289075,['hushi'],"['سایز های محصول', 'ناموجود!']",None,None,"['هوشیدار ابیات شاعران ایرانی را به کار گرفته تا با یاد فصل نو همراه با شکوفه\u200cها این اثر را بیاراید.', 'جزئیات محصول\nپیراهن زنجیردار فلزی با یقه\u200cی روکش دار. چاپ سیمرغ به صورت دستی توسط هوشیدار مرتضایی انجام شده. با زنجیر هایی در پشت و برش\u200cهایی بلند در طرفین.', 'توضیحات محصول\nاثری زیبا و منحصر به فرد که هوشیار خود به روش دستی آن را نقاشی کرده و آراسته است. این نسخه از مینیاتور\u200cهای ایرانی گرفته شده است.']"
276,https://diza.gallery/product-2179/foreign_policy_blouse_Hushi_Diza#2475216211,['hushi'],"['رنگ های دیگر:', 'سایز های محصول', 'مشخصات سایز']",['سایز : M\nقد : 51cm\nسرشانه : 10cm\nقد آستین : 58cm\nعرض سینه : 42cm'],"['سایز : M', 'قد : 51cm', 'سرشانه : 10cm', 'قد آستین : 58cm', 'عرض سینه : 42cm']",['تفنگی تصویر سازی شده توسط هوشیدار مرتضایی. شومیز سیاست خارجی اثری\u200cاست که در عین متفاوت بودن به راحتی با دیگر المان\u200cهای استایلتان همسو می\u200cشود.']
277,https://diza.gallery/product-2179/foreign_policy_blouse_Hushi_Diza#247908421,['hushi'],"['رنگ های دیگر:', 'سایز های محصول', 'مشخصات سایز']",['سایز : M\nقد : 51cm\nسرشانه : 10cm\nقد آستین : 58cm\nعرض سینه : 42cm'],"['سایز : M', 'قد : 51cm', 'سرشانه : 10cm', 'قد آستین : 58cm', 'عرض سینه : 42cm']",['تفنگی تصویر سازی شده توسط هوشیدار مرتضایی. شومیز سیاست خارجی اثری\u200cاست که در عین متفاوت بودن به راحتی با دیگر المان\u200cهای استایلتان همسو می\u200cشود.']
278,https://diza.gallery/product-2180/fuchsia_belt_OU_Diza#345679952,"['', 'او']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,['یک کمربند با دوام و ماندگار در زمان از باید های هر کمد است. انتخاب کمربند مناسب می\u200cتواند هویت استایلتان را تغییر دهد. اثری زیبا و کاربردی که از پارچه\u200cهای نفیس ساخته شده و دیگر عناص استایلتان را همراهی می\u200cکند.']
279,https://diza.gallery/product-2180/fuchsia_belt_OU_Diza#632146883,"['', 'او']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,['یک کمربند با دوام و ماندگار در زمان از باید های هر کمد است. انتخاب کمربند مناسب می\u200cتواند هویت استایلتان را تغییر دهد. اثری زیبا و کاربردی که از پارچه\u200cهای نفیس ساخته شده و دیگر عناص استایلتان را همراهی می\u200cکند.']
280,https://diza.gallery/product-2181/black_floral_hafez_blouse_Hushi_Diza#522579531,['hushi'],"['سایز های محصول', 'مشخصات سایز']",['سایز : M\nقد : 54cm\nسرشانه : 10cm\nقد آستین : 64cm\nعرض سینه : 45cm'],"['سایز : M', 'قد : 54cm', 'سرشانه : 10cm', 'قد آستین : 64cm', 'عرض سینه : 45cm']","['شومیز توری مشکی با چاپ دستی هوشیدار که از مینیاتور ایرانی الهام گرفته و تجویدی از شعری از دیوان حافظ بر آن چاپ شده است', 'جزئیات محصول\nپلی\u200cاستر', 'نحوه مراقبت\nآرام و با دست شسته و خشک شود.']"
281,https://diza.gallery/product-2182/white_spring_blouse_Hushi_Diza#4589632168,['hushi'],"['سایز های محصول', 'مشخصات سایز']",['سایز : S\nقد : 54cm\nسرشانه : 10cm\nقد آستین : 62cm\nعرض سینه : 43cm'],"['سایز : S', 'قد : 54cm', 'سرشانه : 10cm', 'قد آستین : 62cm', 'عرض سینه : 43cm']","['بیت\u200cهای استادان بزرگ شعر ایران، حافظ و خیام، که فصل نو و تولد دوباره را جشن گرفته و به تصویر می\u200cکشند روی این شومیز تور نقش بسته است.', 'نحوه مراقبت\nآرام و با دست شسته و خشک شود.']"
282,https://diza.gallery/product-2183/silver_headpiece_Hushi_Diza#139085327,['hushi'],['سایز های محصول'],None,None,['جزئیات محصول\nاثری زیبا و منحصر به فرد که هوشیدر خود به روش دستی آن را نقاشی کرده و آراسته است.']
283,https://diza.gallery/product-2184/sheikh_brown_vest_Gownbad_Diza#7521469953,"['', 'GONBAD']","['سایز های محصول', 'مشخصات سایز']",['سایز : 1\nقد : ۵۱cm\nسرشانه : ۱۳cm\nعرض سینه : ۴۷cm'],"['سایز : 1', 'قد : ۵۱cm', 'سرشانه : ۱۳cm', 'عرض سینه : ۴۷cm']","['المانی اصیل و با هویت که از پارچه\u200cی قلمکار با\u200c چاپ دستی و ترکیب رنگی شگفت\u200cانگیز دوخته شده تا به سادگی در کنار دیگر عناصر استایلتان \u200cقرار بگیرد. پارچه\u200cهای نفیس و زیبایی\u200cشناسی سنتی ایران همراه هم شده و این اثر زیبا را پدید آورده\u200cاند.', 'جزئیات محصول\nمناسب سایز 34 تا 38', 'توضیحات محصول\nگنبد سعی دارد با استفاده از دو المان سنتی -پارچه قلمکار و کلاه نمدی- هنر دستی قدیمی ایران را در قالبی مدرن ارائه کند.']"
284,https://diza.gallery/product-2185/black_midi_Puffercoat_Bibijana_Diza#135789076427,"['', 'BIBIJANA']","['سایز های محصول', 'مشخصات سایز']",['سایز : 1\nقد : ۸۱cm\nسرشانه و آستین : ۶۹cm\nعرض سینه : ۸۰cm'],"['سایز : 1', 'قد : ۸۱cm', 'سرشانه و آستین : ۶۹cm', 'عرض سینه : ۸۰cm']","['این پالتو با الهام از پنبه\u200cدوزی لحاف و پتو\u200cهای قدیمی طراحی و دوخته شده. لباسی که گرما\u200cی گذشته را بر سرما\u200cی لحظه پیروز و غالب می\u200cکند. این اثر بادوام همراه طولانی مدت شما خواهد بود.', 'جزئیات محصول\nمناسب سایز 34 تا 44']"
285,https://diza.gallery/product-2186/black_organza_gold_circle_croptop_ParisaBehboudian_Diza#642258053,"['', 'Pari']","['سایز های محصول', 'مشخصات سایز']",['سایز : 1\nقد : ۳۴cm\nسرشانه : ۸cm\nعرض سینه : ۴۴cm'],"['سایز : 1', 'قد : ۳۴cm', 'سرشانه : ۸cm', 'عرض سینه : ۴۴cm']","['جزئیات محصول\nمناسب سایز 34 تا 40', 'توضیحات محصول\nجنس پارچه این کراپ تاپ ارگانزا است.']"
286,https://diza.gallery/product-2187/black_organza_gold_circle_trousars_ParisaBehboudian_Diza#469956316,"['', 'Pari']","['سایز های محصول', 'ناموجود!']",None,None,"['جزئیات محصول\nمناسب سایز 34 تا 38', 'توضیحات محصول\nاین شلوار از پارچه ارگانزا تولید شده است. دور کمر کش کار شده است.']"
287,https://diza.gallery/product-2188/iran_vest_Jutti9_Diza#36890632,"['', 'Jutti 9']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,"['', '']"
288,https://diza.gallery/product-2188/iran_vest_Jutti9_Diza#457995270,"['', 'Jutti 9']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,"['', '']"
289,https://diza.gallery/product-2188/iran_vest_Jutti9_Diza#4790632,"['', 'Jutti 9']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,"['', '']"
290,https://diza.gallery/product-2188/iran_vest_Jutti9_Diza#4791109646,"['', 'Jutti 9']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,"['', '']"
291,https://diza.gallery/product-2189/iran_trousars_Jutti9_Diza#135906342,"['', 'Jutti 9']","['رنگ های دیگر:', 'سایز های محصول', 'مشخصات سایز']",['سایز : 1\nقد : 107cm'],"['سایز : 1', 'قد : 107cm']","['کامل کننده استایل شما در تمام موقعیت ها و زمان ها. کیفیت در دوخت و طراحی و ماندگاری در زمان از ویژگی های مهم این شلوار است.', 'جزئیات محصول\nپشت کمر کش دارد.\nمناسب سایز 36 تا 42']"
292,https://diza.gallery/product-2189/iran_trousars_Jutti9_Diza#3579731479,"['', 'Jutti 9']","['رنگ های دیگر:', 'سایز های محصول', 'مشخصات سایز']",['سایز : 1\nقد : 107cm'],"['سایز : 1', 'قد : 107cm']","['کامل کننده استایل شما در تمام موقعیت ها و زمان ها. کیفیت در دوخت و طراحی و ماندگاری در زمان از ویژگی های مهم این شلوار است.', 'جزئیات محصول\nپشت کمر کش دارد.\nمناسب سایز 36 تا 42']"
