,Links,brands,iphih1,sizedetails,sizedetail,ipiBoxi
0,https://diza.gallery/product-1001/mini_scarf_dogsandeyes_rosebari_diza#685327,"['', 'Rosebari']","['سایز های محصول', 'ناموجود!']",None,None,None
1,https://diza.gallery/product-1006/dogsandeyes_orange_Top_rosebari_diza#3672123,"['', 'Rosebari']","['سایز های محصول', 'ناموجود!']",None,None,"['اساس طراحی\u200cهای ""رزبری"" تصویرسازی و پارچه\u200cسازی است؛ پارچه\u200cهایی که توسط خود رزبری تولید و تصاویری که با الهام از فرهنگ عام جوانان، ایران و جهان خلق می\u200cشوند. تاپ سگ\u200cها"" انتخابی جالب برای استایلی متفاوت است. برش این تاپ به شما اجازه می\u200cدهد تا آن را در فصول گرم به صورت تک و در روزهای سردتر از روی لایه\u200cای دیگر بپوشید و بازیگوشی طرح\u200cهای رزبری را در استایل تمام سال خود داشته باشید.', 'جزئیات محصول\nاز پشت باز و دارای بند.\nدوخته شده از پارچه\u200cی ترکیب نخ و پلی\u200cاستر با چاپ دیجیتال.']"
2,https://diza.gallery/product-1007/shamsolemareh_bronze_earrings_SaraRazmi_diza#5762228,"['', 'Sara Razmi Designs']",['سایز های محصول'],None,None,"['گوشواره شمس العماره\u200c اکسسوری مناسب هر موقعیت\u200c و هر زمان. این گوشواره که ملهم از بنای شمس العماره و معماری ایرانی-اسلامی است، در عین طراحی کاربردی و معاصر، اصالت خود را نیز به نمایش می\u200cگذارد.', 'جزئیات محصول\nمربع برنز با روکش آب طلا\nسنگ مینا']"
3,https://diza.gallery/product-1009/triplet_necklace_sararazmi_diza#368811,"['', 'Sara Razmi Designs']",['سایز های محصول'],None,None,None
4,https://diza.gallery/product-1010/blue_monster_headpiece_rosebari_diza#3561115,"['', 'Rosebari']","['سایز های محصول', 'ناموجود!']",None,None,None
5,https://diza.gallery/product-1011/talaat_silver_earrings_elhamalirezaei_diza#3673114,"['', 'Elham Alirezaei']","['سایز های محصول', 'ناموجود!']",None,None,"['سنگ کریستال که قاب آب طلا شده ای آن را در بر گرفته در رکابی نقره ای، “طلعت” را پدید آورده. اثری اصیل و با هویت که به بازنمایی زیبایی شناسی سنتی ایرانی می پردازد.', 'جزئیات محصول\nدست ساز\nبدنه نقره با نگین سنگ کریستال']"
6,https://diza.gallery/product-1012/silver_dot_bracelet_elhamalirezaei_diza#3572224,"['', 'Elham Alirezaei']","['سایز های محصول', 'ناموجود!']",None,None,"['دستبند نقطه و سکه\u200cی الهام علیرضایی ساخته شده از نقره و تماماً کار دست است. بگذارید این دستبند که ردی از خاطرات دارد در دست شما بدرخشد.', 'جزئیات محصول\nکار دست.']"
7,https://diza.gallery/product-1013/silver_earrings_3crystal_elhamalirezaei_diza#357117,"['', 'Elham Alirezaei']",['سایز های محصول'],None,None,['گوشواره\u200cی سکه و کریستال الهام علیرضایی ساخته شده از نقره و تماماً کار دست است. بگذارید این گوشواره که ردی از خاطرات دارد در گوش شما بدرخشد.']
8,https://diza.gallery/product-1014/lionandsun_headpiece_rosebari_diza#357811965,"['', 'Rosebari']","['سایز های محصول', 'ناموجود!']",None,None,None
9,https://diza.gallery/product-1015/several_fabrics_blouse_ramakzaringhaba_diza#47832,"['', 'Ramak zarringhaba']","['سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nقد از جلو : 81\nقد از عقب : 85\nاندازه سرشانه : 41\nفاصله بین دو زیر بغل : 57'],"['سایز : FREE', 'قد از جلو : 81', 'قد از عقب : 85', 'اندازه سرشانه : 41', 'فاصله بین دو زیر بغل : 57']","['پیراهن کارشده\u200cی ""رامک زرین\u200cقبا"" انتخابی برای افرادی است که می\u200cخواهند المان\u200cهای ایرانی را با کمی شیطنت در استایل خود داشته باشند. این پیراهن مناسب تمامی فصول است و در کنار لباس\u200cها و اکسسوری\u200cهای گوناگون، مخاطب را در موقعیت\u200cهای متفاوت همراهی خواهد کرد.', 'جزئیات محصول\nمناسب سایز 36 تا 42\nدوخته شده از پارچه\u200cی دنیم اسید-واش.\nسوزن\u200cدوزی\u200cهای روی کار از لباس\u200cهای قدیمی به\u200cیافت شده\u200cاند.\nپارچه\u200cی یقه و پایین کار با طرح اسکناس بیست تومانی.']"
10,https://diza.gallery/product-1019/spring_earrings_Asoo_diza#467214,"['', 'ASOO']","['سایز های محصول', 'ناموجود!']",None,None,['جزئیات محصول\nاز مجموعه بهار']
11,https://diza.gallery/product-1020/lionandsun_top_rosebari_diza#4672115,"['', 'Rosebari']","['سایز های محصول', 'ناموجود!']",None,None,"['اساس طراحی\u200cهای ""رزبری"" تصویرسازی و پارچه\u200cسازی است؛ پارچه\u200cهایی که توسط خود رزبری تولید و تصاویری که با الهام از فرهنگ عام جوانان، ایران و جهان خلق می\u200cشوند. تاپ ""شیر و خورشید"" انتخابی جالب برای استایلی متفاوت است. برش این تاپ به شما اجازه می\u200cدهد تا آن را در فصول گرم به صورت تک و در روزهای سردتر از روی لایه\u200cای دیگر بپوشید و بازیگوشی طرح\u200cهای رزبری را در استایل تمام سال خود داشته باشید.', 'جزئیات محصول\nاز پشت باز و دارای بند.']"
12,https://diza.gallery/product-1021/silver_mina_shamsolemareh_earrings_sararazmi_diza#357821,"['', 'Sara Razmi Designs']","['سایز های محصول', 'ناموجود!']",None,None,['جزئیات محصول\nمربع نقره با روکش آب طلا\nنگین مینا']
13,https://diza.gallery/product-1022/black_dragoon_headpiece_rosebari_diza#46822256,"['', 'Rosebari']","['سایز های محصول', 'ناموجود!']",None,None,None
14,https://diza.gallery/product-1023/shamsolemareh_bronze_ring_sararazmidesigns_diza#3578111,"['', 'Sara Razmi Designs']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,"['', '']"
15,https://diza.gallery/product-1023/shamsolemareh_bronze_ring_sararazmidesigns_diza#468211,"['', 'Sara Razmi Designs']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,"['', '']"
16,https://diza.gallery/product-1023/shamsolemareh_bronze_ring_sararazmidesigns_diza#5782226,"['', 'Sara Razmi Designs']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,"['', '']"
17,https://diza.gallery/product-1023/shamsolemareh_bronze_ring_sararazmidesigns_diza#57932209,"['', 'Sara Razmi Designs']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,"['', '']"
18,https://diza.gallery/product-1024/forough_earrings_Asoo_diza#5883214,"['', 'ASOO']","['سایز های محصول', 'ناموجود!']",None,None,['جزئیات محصول\nاز مجموعه پولک']
19,https://diza.gallery/product-1025/polak_jelveh_earring_Asoo_diza#457883,"['', 'ASOO']","['سایز های محصول', 'ناموجود!']",None,None,"['گوشواره\u200cای ظریف، سبک و راحت برای پوشش روزمره و عصر.', 'جزئیات محصول\nاز مجموعه\u200cی پولک.']"
20,https://diza.gallery/product-1028/yalda_earring_Asoo_diza#36832,"['', 'ASOO']","['سایز های محصول', 'ناموجود!']",None,None,None
21,https://diza.gallery/product-1029/organza_blazer_sAAku_diza#357711,"['', 'SAAKU']","['رنگ های دیگر:', 'سایز های محصول']",None,None,"['این محصول راحت و به سبک امروزی، مناسب خانم هایی است که به دنبال مجموعه لباس های رنگی هستند که دوخت خوبی دارند. جنس این محصول از حریر ارگانزا است.', 'جزئیات محصول\nدوخته شده از ارگانزا.\nجلوباز.\nشفاف.\nازمجموعه\u200cی ""آواز نهنگ گوژپشت"".']"
22,https://diza.gallery/product-1029/organza_blazer_sAAku_diza#3699444,"['', 'SAAKU']","['رنگ های دیگر:', 'سایز های محصول']",None,None,"['این محصول راحت و به سبک امروزی، مناسب خانم هایی است که به دنبال مجموعه لباس های رنگی هستند که دوخت خوبی دارند. جنس این محصول از حریر ارگانزا است.', 'جزئیات محصول\nدوخته شده از ارگانزا.\nجلوباز.\nشفاف.\nازمجموعه\u200cی ""آواز نهنگ گوژپشت"".']"
23,https://diza.gallery/product-1030/black_white_swishirt_rosebari_diza#36811584,"['', 'Rosebari']","['سایز های محصول', 'ناموجود!']",None,None,"['اساس طراحی\u200cهای ""رزبری"" تصویرسازی و پارچه\u200cسازی است؛ پارچه\u200cهایی که توسط خود رزبری تولید و تصاویری که با الهام از فرهنگ عام جوانان، تهران و جهان خلق می\u200cشوند. شوئیشرت مشکی خط\u200cدار برشی آزاد دارد و به همین سبب به هر تنی خوش می\u200cنشیند. این اثر در کنار دیگر المان\u200cهای پوشش مخاطب در موقعیت\u200cهای متفاوت روز و عصر همراهی می\u200cکند و استایلی متفاوت و صاحب\u200cسبک می\u200cسازد.', 'جزئیات محصول\nدوخته شده از پارچه\u200cی غواصی.\nمناسب بهار، پاییز و زمستان.\nفارغ از جنسیت.']"
24,https://diza.gallery/product-1032/mini_scarf_embroidery_ze_diza#468922,"['', 'ز']","['سایز های محصول', 'ناموجود!']",None,None,"['روسری کوچک توری ""زی"" با گل\u200cدوزی رزهای سرخ، انتخابی جالب و متفاوت است که در کنار المان\u200cهای دیگر پوشش مخاطب در روزمره، موقعیت\u200cهای عصر و شب و سفر همراهی می\u200cکند.', 'جزئیات محصول\nدوخته شد از تور.\nگل\u200cدوزی رز قرمز در میان اثر.']"
25,https://diza.gallery/product-1033/barg_earrings_mahsakazemifar_diza#367311,"['', 'Mahsa Kazemifar']","['سایز های محصول', 'ناموجود!']",None,None,"['گوشواره\u200cی برگ نقره، بازنمایی شاعرانه\u200cای از طبیعت در قالب گوشواره است. نگاه مدرن طراح و سازنده\u200cی این گوشواره موجب همخوانی این گوشواره با استایل های گوناگون می\u200cشود.', 'جزئیات محصول\nساخته شده از نقره ۹۲۵.\nدست\u200cساز']"
26,https://diza.gallery/product-1034/pde016_earrings_paiget_diza#47911632,"['', 'Paiget']","['سایز های محصول', 'ناموجود!']",None,None,['چالش میان ماده و معنا به گونه ای هنرمندانه در این گوشواره ی نقره از مجموعه ی سرنوشت پایژه، بیان شده و داستانی بس منحصر به فرد را روایت می\u200cکند.']
27,https://diza.gallery/product-1036/shamsolemareh_bronze_earrings_sararazmi_diza#683136,"['', 'Sara Razmi Designs']","['سایز های محصول', 'ناموجود!']",None,None,"['این گوشواره برنز با الهام از عناصر بنای شمس\u200cالعماره و ترجمه\u200cی آن به زبانی معاصر و امروزی ساخته شده، مینا کاری\u200c و آب\u200cکاری طلا روی آن، جلوه\u200cی درخشان\u200cتری به این اثر داده است.', 'جزئیات محصول\nبرنز با روکش آب طلا و مینا']"
28,https://diza.gallery/product-1038/greenandred_vest_ramakzaringhaba_diza#35993,"['', 'Ramak zarringhaba']","['سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nقد از جلو : 85\nقد از عقب : 100\nفاصله بین دو زیر بغل : 66'],"['سایز : FREE', 'قد از جلو : 85', 'قد از عقب : 100', 'فاصله بین دو زیر بغل : 66']","['عناصر پوشش سنتی ایران در کنار سبز سرزنده\u200cی این جلیقه جلوه\u200cای دیگر گرفته\u200cاند؛ جلیقه\u200cی سبز راه\u200cراه ""رامک زرین\u200cقبا"" انتخابی برای فرادی است که می\u200cخواهند المان\u200cهای پوشش سنتی را با کمی شیطنت در استایل خود داشته باشند. این جلیقه مناسب تمامی فصول است و در کنار لباس\u200cها و اکسسوری\u200cهای گوناگون، مخاطب را در موقعیت\u200cهای متفاوت همراهی خواهد کرد.', 'جزئیات محصول\nسوزن\u200cدوزی\u200cهای روی اثر از لباس\u200cهای قدیمی به\u200cیافت شده\u200cاند.\nجلوباز.\nپشت اثر بلندتر از جلوی آن.']"
29,https://diza.gallery/product-1039/silverandpearl_necklace_mahsakazemifar_diza#5611175,"['', 'Mahsa Kazemifar']","['سایز های محصول', 'ناموجود!']",None,None,['المانی از\u200c اعماق دریا که\u200c روی تنی از نقره پیکرتراشی\u200c شده است. این\u200c اثر دست\u200cساز بازنمایی شاعرانه\u200cای از زیبایی طبیعت زیر آب است که در قالب گردن\u200cآویزی زیبا به گردن شما آویخته شده و خودنمایی می\u200cکند.']
30,https://diza.gallery/product-1040/shamsolemareh_silver_earrings_sararazmi_diza#5783245,"['', 'Sara Razmi Designs']","['سایز های محصول', 'ناموجود!']",None,None,"['گوشواره شمس العماره\u200c اکسسوری مناسب هر موقعیت\u200c و هر زمان. این گوشواره که ملهم از بنای شمس العماره و معماری ایرانی-اسلامی است، در عین طراحی کاربردی و معاصر، اصالت خود را نیز به نمایش می\u200cگذارد.', 'جزئیات محصول\nمربع نقره با روکش آب طلا و مینا']"
31,https://diza.gallery/product-1042/cheleh_earrings_Asoo_diza#3382056,"['', 'ASOO']","['سایز های محصول', 'ناموجود!']",None,None,"['گوشواره\u200cهایی سبک، راحت و کوچک برای استایلی شاداب در طی روز.', 'جزئیات محصول\nاز مجموعه\u200cی یلدا.']"
32,https://diza.gallery/product-1043/div_poloshirt_rosebari_diza#3681168,"['', 'Rosebari']","['سایز های محصول', 'ناموجود!']",None,None,"['اساس طراحی\u200cهای ""رزبری"" تصویرسازی و پارچه\u200cسازی است؛ پارچه\u200cهایی که توسط خود رزبری تولید و تصاویری که با الهام از فرهنگ عام تهران، جهان و جوانان خلق می\u200cشوند. پیراهن ""دیوها"" برشی آزاد دارد و به همین سبب به هر تنی خوش می\u200cنشیند و می\u200cتوان از زیر و رویش لایه\u200cهای متفاوتی پوشید و آن را در استایل تمام فصول داشت.']"
33,https://diza.gallery/product-1044/lasercut_mobile_bag_lafemmeroje_diza#3580225,"['', 'La Femme ROJE']","['رنگ های دیگر:', 'سایز های محصول']",None,None,"['کیف موبایل اکسسوری ای که همواره کاربرد خود را خواهد داشت. کیف موبایل ""La Femme Roje"" با طراحی با اصالتش یکی از بهترین گزینه ها برای پوششی منحصر به فرد. همراهی هندسه ی نقوش برگرفته از میراث غنی ایرانی با برش های مینیمال ، از این کیف موبایل ترکیبی ساده اما شیک پدید آورده که می تواند شما را در موقعیات و استایل های مختلف ، همراهی کند.']"
34,https://diza.gallery/product-1044/lasercut_mobile_bag_lafemmeroje_diza#35811083,"['', 'La Femme ROJE']","['رنگ های دیگر:', 'سایز های محصول']",None,None,"['کیف موبایل اکسسوری ای که همواره کاربرد خود را خواهد داشت. کیف موبایل ""La Femme Roje"" با طراحی با اصالتش یکی از بهترین گزینه ها برای پوششی منحصر به فرد. همراهی هندسه ی نقوش برگرفته از میراث غنی ایرانی با برش های مینیمال ، از این کیف موبایل ترکیبی ساده اما شیک پدید آورده که می تواند شما را در موقعیات و استایل های مختلف ، همراهی کند.']"
35,https://diza.gallery/product-1044/lasercut_mobile_bag_lafemmeroje_diza#46889024,"['', 'La Femme ROJE']","['رنگ های دیگر:', 'سایز های محصول']",None,None,"['کیف موبایل اکسسوری ای که همواره کاربرد خود را خواهد داشت. کیف موبایل ""La Femme Roje"" با طراحی با اصالتش یکی از بهترین گزینه ها برای پوششی منحصر به فرد. همراهی هندسه ی نقوش برگرفته از میراث غنی ایرانی با برش های مینیمال ، از این کیف موبایل ترکیبی ساده اما شیک پدید آورده که می تواند شما را در موقعیات و استایل های مختلف ، همراهی کند.']"
36,https://diza.gallery/product-1044/lasercut_mobile_bag_lafemmeroje_diza#6790427,"['', 'La Femme ROJE']","['رنگ های دیگر:', 'سایز های محصول']",None,None,"['کیف موبایل اکسسوری ای که همواره کاربرد خود را خواهد داشت. کیف موبایل ""La Femme Roje"" با طراحی با اصالتش یکی از بهترین گزینه ها برای پوششی منحصر به فرد. همراهی هندسه ی نقوش برگرفته از میراث غنی ایرانی با برش های مینیمال ، از این کیف موبایل ترکیبی ساده اما شیک پدید آورده که می تواند شما را در موقعیات و استایل های مختلف ، همراهی کند.']"
37,https://diza.gallery/product-1045/mouj_silver_bracelet_mahsakazemifar_diza#4678215,"['', 'Mahsa Kazemifar']","['سایز های محصول', 'ناموجود!']",None,None,['این اثر با استفاده از فرم ها و بافت های ارگانیک و با نگاهی مدرن و شاعرانه ساخته شده و نزدیکی و یگانگی انسان و طبیعت را در قالب زیورآلات یادآور می\u200cشود.']
38,https://diza.gallery/product-1046/silver_ring_017_paiget_diza#257903789,"['', 'Paiget']","['سایز های محصول', 'ناموجود!']",None,None,"['بیانی معاصر از فضای شهری با\u200c نگاهی به معماری دوره\u200cی صفوی ایران. این انگشتر نقره پایژه با اقتباس\u200c از فرهنگ و هنر ایران طراحی شده و ترجمه\u200cای مدرن از آن را ارائه می\u200cدهد. فرم بصری این اثر یادآور هنر مینیمال بوده و همین امر موجب همخوانی آن با استایل\u200cهای گوناگون می\u200cشود.', 'توضیحات محصول\nمجموعه شهر من شهر من مجموعه ای است با الهام از معماری شاخص دوران صفوی اصفهان که در قالب زیورآلات مینیمال معنا یافته . طراحی این مجموعه تلاشی است برای تلفیق میان فرم و فضای مدرن با ریشه های فرهنگی هنری ایرانی.']"
39,https://diza.gallery/product-1047/kangorou_colorpop_jibz_diza#8649543,None,"['سایز های محصول', 'ناموجود!']",None,None,"['کیف ""کانگورو کالرپاپ"" اثری فارغ از زمان است که با رنگ\u200cهای خنثی و روشنش در استایل\u200cهای متفاوت جای می\u200cگیرد.']"
40,https://diza.gallery/product-1051/silver_ring_06_paiget_Diza#46811683,"['', 'Paiget']",['سایز های محصول'],None,None,"['بیانی معاصر از فضای شهری با\u200c نگاهی به معماری دوره\u200cی صفوی ایران. این انگشتر نقره پایژه با اقتباس\u200c از فرهنگ و هنر ایران طراحی شده و ترجمه\u200cای مدرن از آن را ارائه می\u200cدهد. فرم بصری این اثر یادآور هنر مینیمال بوده و همین امر موجب همخوانی آن با استایل\u200cهای گوناگون می\u200cشود.', 'توضیحات محصول\nمجموعه شهر من شهر من مجموعه ای است با الهام از معماری شاخص دوران صفوی اصفهان که در قالب زیورآلات مینیمال معنا یافته . طراحی این مجموعه تلاشی است برای تلفیق میان فرم و فضای مدرن با ریشه های فرهنگی هنری ایرانی.']"
41,https://diza.gallery/product-1052/people_lavender_Swishirt_rosebari_diza#3479021,"['', 'Rosebari']","['سایز های محصول', 'ناموجود!']",None,None,"['اساس طراحی\u200cهای ""رزبری"" تصویرسازی و پارچه\u200cسازی است؛ پارچه\u200cهایی که توسط خود رزبری تولید و تصاویری که با الهام از فرهنگ عام جوانان، ایران و جهان خلق می\u200cشوند. شوئیشرت یاسی ""آدم\u200cها"" برشی آزاد دارد و به همین سبب به هر تنی خوش می\u200cنشیند. این اثر در کنار دیگر المان\u200cهای پوشش مخاطب در موقعیت\u200cهای گوناگون روز و عصر همراهی می\u200cکند و استایلی متفاوت می\u200cسازد.', 'جزئیات محصول\nدوخته شده از پارچه\u200cی غواصی.\nمناسب بهار، پاییز و زمستان.']"
42,https://diza.gallery/product-1053/flowerstar_silver_earrings_mahsakazemifar_diza#589479211,"['', 'Mahsa Kazemifar']","['سایز های محصول', 'ناموجود!']",None,None,['گل ستاره بازنمایی شاعرانه\u200cای از طبیعت در قالب گوشواره است. نگاه و زیبایی\u200cشناسی هنرمندانه\u200cی طراح و سازنده\u200cی این گوشواره موجب همخوانی این اثر با استایل های گوناگون می\u200cشود.']
43,https://diza.gallery/product-1054/silver_marjan_necklace_diza#589325,"['', 'Mahsa Kazemifar']","['سایز های محصول', 'ناموجود!']",None,None,['مرجان، المانی از\u200c اعماق دریا که\u200c گویی روی تن\u200c نقره پیکرتراشی\u200c شده است. این\u200c اثر دستساز بازنمایی شاعرانه\u200cای از زیبایی طبیعت زیر آب است که در قالب گردن\u200cآویزی زیبا به گردن شما آویخته شده و خودنمایی می\u200cکند.']
44,https://diza.gallery/product-1055/rose_silver_ring_mahsakazemifar_diza#680527,"['', 'Mahsa Kazemifar']","['رنگ های دیگر:', 'سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nسایز : 53\nوزن : 12g'],"['سایز : FREE', 'سایز : 53', 'وزن : 12g']",['این انگشتر با نگاه به طبیعت و به\u200c\u200cکار گیری آن در زبانی معاصر و امروزی به بازنمایی شاعرانه\u200cای از غنچه\u200cی گل رز می\u200cپردازد. زیبایی\u200cشناسی طراح و سازنده\u200cی این اثر موجب پدید آمدن انگشتری مدرن و کاربردی شده که بتواند همراه شما در موقعیت\u200cهای گوناگون و با استایل\u200cهای مختلف باشد.']
45,https://diza.gallery/product-1055/rose_silver_ring_mahsakazemifar_diza#8042289,"['', 'Mahsa Kazemifar']","['رنگ های دیگر:', 'سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nسایز : 53\nوزن : 12g'],"['سایز : FREE', 'سایز : 53', 'وزن : 12g']",['این انگشتر با نگاه به طبیعت و به\u200c\u200cکار گیری آن در زبانی معاصر و امروزی به بازنمایی شاعرانه\u200cای از غنچه\u200cی گل رز می\u200cپردازد. زیبایی\u200cشناسی طراح و سازنده\u200cی این اثر موجب پدید آمدن انگشتری مدرن و کاربردی شده که بتواند همراه شما در موقعیت\u200cهای گوناگون و با استایل\u200cهای مختلف باشد.']
46,https://diza.gallery/product-1056/orange_dress_ramakzaringhaba_diza#4792258,"['', 'Ramak zarringhaba']","['سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nقد : 90'],"['سایز : FREE', 'قد : 90']",None
47,https://diza.gallery/product-1058/silver_ring_par07_paiget_diza#4356941,"['', 'Paiget']",['سایز های محصول'],None,None,"['بیانی معاصر از فضای شهری با\u200c نگاهی به معماری دوره\u200cی صفوی ایران. این انگشتر نقره پایژه با اقتباس\u200c از فرهنگ و هنر ایران طراحی شده و ترجمه\u200cای مدرن از آن را ارائه می\u200cدهد. فرم بصری این اثر یادآور هنر مینیمال بوده و همین امر موجب همخوانی آن با استایل\u200cهای گوناگون می\u200cشود.', 'توضیحات محصول\nمجموعه شهر من شهر من مجموعه ای است با الهام از معماری شاخص دوران صفوی اصفهان که در قالب زیورآلات مینیمال معنا یافته . طراحی این مجموعه تلاشی است برای تلفیق میان فرم و فضای مدرن با ریشه های فرهنگی هنری ایرانی.']"
48,https://diza.gallery/product-1059/silver_ring_pa02_Paiget_Diza#4784210,"['', 'Paiget']",['سایز های محصول'],None,None,"['بیانی معاصر از فضای شهری با\u200c نگاهی به معماری دوره\u200cی صفوی ایران. این انگشتر نقره پایژه با اقتباس\u200c از فرهنگ و هنر ایران طراحی شده و ترجمه\u200cای مدرن از آن را ارائه می\u200cدهد. فرم بصری این اثر یادآور هنر مینیمال بوده و همین امر موجب همخوانی آن با استایل\u200cهای گوناگون می\u200cشود.', 'توضیحات محصول\nمجموعه شهر من شهر من مجموعه ای است با الهام از معماری شاخص دوران صفوی اصفهان که در قالب زیورآلات مینیمال معنا یافته . طراحی این مجموعه تلاشی است برای تلفیق میان فرم و فضای مدرن با ریشه های فرهنگی هنری ایرانی.']"
49,https://diza.gallery/product-1061/silver_ring_1_mahsakazemifar_diza#3478213,"['', 'Mahsa Kazemifar']","['سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nسایز : 52-53\nوزن : 14g'],"['سایز : FREE', 'سایز : 52-53', 'وزن : 14g']",['انگشتر بافت\u200cدار، انگشتری\u200c مدرن است که با نگاهی بر بافت\u200cها و موتیف\u200cهای موجود در طبیعت و بازنمایی آن\u200cها به زبانی شاعرانه بر تن نقره در قالب زیور پدید آمده. این اثر معاصر می\u200cتواند استایل\u200cهای گوناگون را همراهی و کامل کند.']
50,https://diza.gallery/product-1063/fullmoon_purse_Jibz_Diza#36892,None,"['سایز های محصول', 'ناموجود!']",None,None,"['یک کیف کمری متفاوت. کیف ""ماه کامل"" جیبز از ترکیب پارچه و چرم آبی دوخته شده و برشی نامتعارف دارد. فرم دایره\u200cای این کیف استایلی متفاوت می\u200cسازد و قطر کم آن به زیبایی در زیر مانتو و کت\u200cها جای می\u200cگیرد. در کنار دیگر عناصر پوششتان این اثر در استایل\u200cهای گوناگونی می\u200cگنجد و اقلام ضروری\u200cتان را در طی روز محفوظ نگاه می\u200cدارد.', 'جزئیات محصول\nدوخته شده از پارچه\u200cی راه راه.\nحاشیه\u200cها از چرم آبی.']"
51,https://diza.gallery/product-1064/pde07_earrings_Paiget_diza#4683267,"['', 'Paiget']","['سایز های محصول', 'ناموجود!']",None,None,"['این گوشواره مینیمال با اقتباس از معماری صفویه ساخته شده. اثری با هویت و با اصالت که تلفیق فرهنگ ایرانی با هنر مدرن را به زیبایی نمایش می\u200cدهد. این اثر می\u200cتواند مکملی مناسب برای استایل\u200cهای روز و شب شما باشد.', 'توضیحات محصول\nمجموعه شهر من شهر من مجموعه ای است با الهام از معماری شاخص دوران صفوی اصفهان که در قالب زیورآلات مینیمال معنا یافته . طراحی این مجموعه تلاشی است برای تلفیق میان فرم و فضای مدرن با ریشه های فرهنگی هنری ایرانی.']"
52,https://diza.gallery/product-1065/pap015_silver_necklace_paiget_diza#3561105,"['', 'Paiget']","['سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nطول زنجیر : 36cm\nابعاد پلاک : 2cm'],"['سایز : FREE', 'طول زنجیر : 36cm', 'ابعاد پلاک : 2cm']","['بازنمایی آگاهانه\u200cی عناصر معماری دوره\u200cی صفوی به زبانی معاصر و مدرن. گردنبند نقره\u200cی پایژه که نشانه\u200cهایی از هنر کمینه\u200cگرا در طراحی خود دارد، همراهی همیشگی برای کامل کردن پوشش شماست.', 'توضیحات محصول\n،مجموعه شهر من شهر من مجموعه ای است با الهام از معماری شاخص دوران صفوی اصفهان که در قالب زیورآلات مینیمال معنا یافته . طراحی این مجموعه تلاشی است برای تلفیق میان فرم و فضای مدرن با ریشه های فرهنگی هنری ایرانی.']"
53,https://diza.gallery/product-1066/2buttonblazer_A8_diza#36811015,"['', 'A8']","['سایز های محصول', 'ناموجود!']",None,None,['انتخابی راحت و فارق از زمان. این اثر با دقت از پارچه\u200cای با کیفیت دوخته شده تا سال\u200cها شما را همراهی کند.']
54,https://diza.gallery/product-1069/brown_hoded_shirt_A8_Diza#4673111,"['', 'A8']","['سایز های محصول', 'ناموجود!']",None,None,['انتخابی راحت و فارق از زمان. این اثر با دقت از پارچه\u200cای با کیفیت دوخته شده تا سال\u200cها شما را همراهی کند.']
55,https://diza.gallery/product-1070/PAP01__silver_necklace_Paiget_diza#35711190,"['', 'Paiget']","['سایز های محصول', 'مشخصات سایز']",['سایز : FREE\nطول زنجیر : 42cm\nپلاک : 3/5cm'],"['سایز : FREE', 'طول زنجیر : 42cm', 'پلاک : 3/5cm']","['بازنمایی آگاهانه\u200cی عناصر معماری دوره\u200cی صفوی به زبانی معاصر و مدرن. گردنبند نقره\u200cی پایژه که نشانه\u200cهایی از هنر کمینه\u200cگرا در طراحی خود دارد، همراهی همیشگی برای کامل کردن پوشش شماست.', 'توضیحات محصول\nمجموعه شهر من شهر من مجموعه ای است با الهام از معماری شاخص دوران صفوی اصفهان که در قالب زیورآلات مینیمال معنا یافته . طراحی این مجموعه تلاشی است برای تلفیق میان فرم و فضای مدرن با ریشه های فرهنگی هنری ایرانی.']"
56,https://diza.gallery/product-1071/black_lasercut_shawl_lafemmeroje_diza#3563114,"['', 'La Femme ROJE']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,None
57,https://diza.gallery/product-1071/black_lasercut_shawl_lafemmeroje_diza#4896421,"['', 'La Femme ROJE']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,None
58,https://diza.gallery/product-1071/black_lasercut_shawl_lafemmeroje_diza#5785322,"['', 'La Femme ROJE']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,None
59,https://diza.gallery/product-1071/black_lasercut_shawl_lafemmeroje_diza#68642109,"['', 'La Femme ROJE']","['رنگ های دیگر:', 'سایز های محصول', 'ناموجود!']",None,None,None
